"","X","months_as_customer","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital_gains","capital_loss","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","vehicle_claim","auto_make","auto_model","fraud_reported","z_of_months_as_customer"
"616",616,153,"IL","250/500",500,991.39,0,"2","High School","tech-support","paintball","other-relative",45600,-61400,"Multi-vehicle Collision","Side Collision","Total Loss","Other","WV",3,NA,1,0,"NO",49490,"Nissan","Pathfinder",0,-0.442642644971984
"617",617,255,"IN","500/1000",500,984.02,0,"1","JD","transport-moving","board-games","unmarried",75800,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","SC",2,NA,2,2,NA,52290,"Nissan","Maxima",1,0.443441858445654
"618",618,103,"IL","100/300",500,1354.83,0,"2","MD","tech-support","sleeping","husband",66300,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","NY",2,"NO",2,2,NA,32480,"Volkswagen","Passat",0,-0.87699779370612
"619",619,97,"OH","100/300",1000,830.31,0,"2","JD","farming-fishing","video-games","husband",0,-32600,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","SC",1,NA,1,0,NA,25150,"Jeep","Wrangler",0,-0.929120411554216
"620",620,214,"IL","100/300",2000,987.42,7000000,"1","Associate","machine-op-inspct","kayaking","own-child",0,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY",3,"NO",0,3,NA,34240,"Saab","93",0,0.0872706364836626
"621",621,438,"OH","500/1000",500,1119.29,0,"1","MD","machine-op-inspct","chess","husband",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Police","SC",1,NA,0,0,"NO",32560,"Volkswagen","Passat",1,2.03318170281259
"622",622,87,"OH","100/300",500,1048.39,0,"1","Masters","transport-moving","polo","own-child",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Police","NY",1,NA,2,1,"YES",25200,"Ford","F150",0,-1.01599144130104
"623",623,27,"OH","500/1000",1000,1074.47,0,"2","MD","protective-serv","camping","wife",0,0,"Parked Car",NA,"Trivial Damage","Police","WV",1,NA,2,0,NA,2400,"Jeep","Grand Cherokee",0,-1.53721761978201
"624",624,206,"IL","500/1000",1000,1230.76,0,"2","High School","machine-op-inspct","yachting","unmarried",0,-74200,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","VA",1,NA,1,1,"NO",57440,"Saab","92x",1,0.0177738126862008
"625",625,127,"OH","500/1000",500,1255.02,0,"2","Associate","sales","reading","not-in-family",58200,0,"Parked Car",NA,"Minor Damage","None","SC",1,"YES",1,0,"NO",4480,"Nissan","Ultima",0,-0.668507322313735
"626",626,422,"IN","100/300",1000,1555.52,0,"1","MD","machine-op-inspct","hiking","own-child",43600,-67800,"Single Vehicle Collision","Front Collision","Major Damage","Ambulance","NC",1,"YES",1,1,"NO",62000,"Mercedes","E400",0,1.89418805521767
"627",627,303,"IL","100/300",2000,836.11,5000000,"2","Masters","sales","camping","not-in-family",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","SC",4,"YES",1,2,"NO",54630,"Dodge","Neon",0,0.860422801230425
"628",628,228,"IN","100/300",500,1450.98,0,"2","Associate","exec-managerial","base-jumping","husband",43700,0,"Parked Car",NA,"Trivial Damage","Police","WV",1,NA,0,2,"NO",3850,"Toyota","Camry",0,0.208890078129221
"629",629,239,"IN","250/500",2000,625.08,0,"1","JD","protective-serv","hiking","wife",44200,-37000,"Single Vehicle Collision","Front Collision","Major Damage","Fire","SC",1,"NO",2,3,"YES",63920,"BMW","X6",1,0.304448210850731
"630",630,330,"IL","100/300",2000,1133.27,0,"1","High School","craft-repair","chess","wife",0,-56400,"Multi-vehicle Collision","Side Collision","Total Loss","Other","NY",2,NA,0,2,"YES",44000,"Ford","F150",1,1.09497458154686
"631",631,128,"IN","500/1000",500,1366.6,0,"1","MD","machine-op-inspct","kayaking","other-relative",0,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","NY",3,NA,2,1,"NO",56140,"Chevrolet","Malibu",0,-0.659820219339052
"632",632,147,"OH","500/1000",1000,1439.9,6000000,"1","Associate","prof-specialty","video-games","husband",0,-48400,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","SC",2,"NO",1,2,"NO",39040,"Accura","MDX",0,-0.49476526282008
"633",633,287,"OH","500/1000",1000,1230.69,0,"2","Masters","transport-moving","golf","not-in-family",0,-54600,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","VA",1,"NO",0,2,"NO",43040,"Accura","MDX",0,0.721429153635502
"634",634,142,"OH","100/300",2000,1307.68,0,"1","MD","craft-repair","dancing","husband",0,-48500,"Single Vehicle Collision","Rear Collision","Major Damage","Police","NY",1,"YES",1,2,"NO",40770,"Mercedes","E400",1,-0.538200777693494
"635",635,162,"IL","500/1000",2000,1124.69,0,"1","Masters","handlers-cleaners","bungie-jumping","husband",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Police","WV",1,"YES",0,3,"YES",39520,"Toyota","Camry",0,-0.364458718199839
"636",636,140,"OH","100/300",1000,1520.78,0,"1","High School","craft-repair","chess","wife",0,-42900,"Parked Car",NA,"Trivial Damage","None","SC",1,NA,0,2,"YES",2080,"Chevrolet","Tahoe",1,-0.555574983642859
"637",637,106,"OH","100/300",2000,1609.11,0,"2","High School","craft-repair","polo","own-child",0,0,"Vehicle Theft",NA,"Minor Damage","Police","WV",1,"YES",2,1,"YES",4270,"Saab","95",0,-0.850936484782072
"638",638,292,"IL","500/1000",1000,1358.91,0,"2","Masters","craft-repair","dancing","unmarried",0,0,"Vehicle Theft",NA,"Trivial Damage","Police","WV",1,"NO",0,2,NA,5360,"Suburu","Impreza",0,0.764864668508915
"639",639,34,"OH","500/1000",500,1295.87,0,"1","PhD","priv-house-serv","chess","husband",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","NC",3,NA,1,0,"NO",40640,"Audi","A3",1,-1.47640789895923
"640",640,290,"IL","250/500",500,1161.03,5000000,"2","Associate","adm-clerical","video-games","not-in-family",45300,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","VA",2,NA,1,1,NA,31140,"Nissan","Ultima",0,0.74749046255955
"641",641,182,"OH","500/1000",2000,1441.06,0,"1","Masters","armed-forces","movies","husband",53800,-78300,"Single Vehicle Collision","Side Collision","Total Loss","Police","NY",1,NA,2,3,"YES",65200,"Dodge","RAM",0,-0.190716658706185
"642",642,362,"OH","100/300",1000,1097.99,0,"1","JD","other-service","base-jumping","unmarried",44400,-71500,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","NY",3,"NO",0,3,"NO",39690,"Suburu","Legacy",0,1.37296187673671
"643",643,143,"IL","500/1000",1000,1464.42,0,"1","High School","exec-managerial","golf","husband",79900,0,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","SC",1,NA,2,0,"NO",50940,"Saab","92x",0,-0.529513674718811
"644",644,183,"IL","250/500",500,1543.68,0,"1","Masters","prof-specialty","paintball","not-in-family",20200,0,"Single Vehicle Collision","Side Collision","Major Damage","Police","NC",1,"NO",0,1,"YES",37760,"Audi","A3",1,-0.182029555731502
"645",645,254,"IL","250/500",500,1390.89,5000000,"2","College","armed-forces","bungie-jumping","wife",0,-74400,"Single Vehicle Collision","Front Collision","Minor Damage","Other","NY",1,NA,2,2,NA,38880,"Volkswagen","Jetta",0,0.434754755470972
"646",646,249,"OH","100/300",2000,1148.58,0,"1","MD","adm-clerical","golf","not-in-family",0,-71200,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","SC",3,"YES",2,1,"YES",45680,"Honda","CRV",0,0.391319240597558
"647",647,169,"IN","250/500",500,1616.26,0,"2","High School","exec-managerial","yachting","unmarried",50700,-57600,"Multi-vehicle Collision","Front Collision","Total Loss","Ambulance","NY",3,"NO",2,3,NA,56320,"Dodge","Neon",0,-0.30364899737706
"648",648,235,"IL","500/1000",500,1398.94,0,"2","College","craft-repair","bungie-jumping","husband",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Ambulance","NY",1,"NO",1,2,"NO",47810,"Suburu","Forrestor",0,0.269699798952
"649",649,112,"OH","500/1000",1000,1238.92,0,"2","Associate","other-service","base-jumping","other-relative",57800,-53700,"Parked Car",NA,"Trivial Damage","None","NY",1,NA,0,2,NA,3680,"Honda","CRV",0,-0.798813866933975
"650",650,16,"IL","100/300",1000,968.46,0,"2","MD","tech-support","chess","not-in-family",50800,-66200,"Multi-vehicle Collision","Side Collision","Total Loss","Ambulance","WV",3,NA,0,2,NA,39600,"Dodge","RAM",1,-1.63277575250352
"651",651,128,"IL","100/300",500,1045.12,0,"1","High School","transport-moving","cross-fit","other-relative",0,-28300,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","NY",3,"NO",0,2,NA,54390,"Ford","Escape",1,-0.659820219339052
"652",652,103,"IN","100/300",1000,1537.33,0,"1","College","handlers-cleaners","board-games","husband",0,-74800,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","NY",3,"YES",1,1,"NO",54390,"Jeep","Wrangler",0,-0.87699779370612
"653",653,356,"OH","500/1000",500,912.3,0,"2","College","prof-specialty","yachting","wife",58500,-44000,"Multi-vehicle Collision","Front Collision","Major Damage","Other","SC",3,"NO",2,1,NA,43750,"Audi","A5",1,1.32083925888861
"654",654,109,"OH","100/300",2000,1007.28,6000000,"1","High School","adm-clerical","movies","husband",0,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","NY",3,"NO",1,3,"YES",57960,"Jeep","Wrangler",0,-0.824875175858024
"655",655,2,"IN","500/1000",1000,1189.98,4000000,"1","High School","craft-repair","golf","other-relative",0,-54700,"Single Vehicle Collision","Side Collision","Minor Damage","Other","WV",1,"NO",1,3,"YES",36270,"Audi","A5",0,-1.75439519414908
"656",656,198,"OH","250/500",1000,1576.41,0,"2","Associate","handlers-cleaners","kayaking","other-relative",0,-55100,"Single Vehicle Collision","Side Collision","Major Damage","Other","WV",1,"YES",1,1,"YES",76000,"Ford","F150",0,-0.051723011111261
"657",657,107,"OH","100/300",500,1172.82,4000000,"2","Associate","machine-op-inspct","yachting","other-relative",82100,0,"Vehicle Theft",NA,"Trivial Damage","Police","SC",1,NA,1,3,"NO",2730,"Ford","F150",0,-0.842249381807389
"658",658,252,"IL","500/1000",500,1312.22,9000000,"2","High School","transport-moving","cross-fit","other-relative",0,-33300,"Multi-vehicle Collision","Front Collision","Minor Damage","Other","NC",3,NA,0,3,"NO",41580,"Jeep","Grand Cherokee",1,0.417380549521606
"659",659,303,"OH","500/1000",1000,671.01,7000000,"1","Associate","machine-op-inspct","camping","other-relative",42900,-61500,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","NC",1,NA,2,0,NA,46830,"Nissan","Maxima",0,0.860422801230425
"660",660,101,"IL","250/500",500,895.14,0,"2","JD","sales","video-games","other-relative",52600,-30400,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","SC",1,NA,0,3,"YES",30520,"Suburu","Legacy",0,-0.894371999655485
"661",661,446,"IN","100/300",2000,1373.21,0,"2","College","adm-clerical","sleeping","unmarried",42700,-64900,"Multi-vehicle Collision","Front Collision","Total Loss","Police","SC",3,"NO",0,0,"NO",43960,"Jeep","Wrangler",0,2.10267852661005
"662",662,330,"OH","250/500",1000,1625.65,0,"2","College","farming-fishing","skydiving","husband",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","VA",1,"YES",1,3,NA,41650,"Dodge","Neon",0,1.09497458154686
"663",663,211,"OH","250/500",2000,1295.63,4000000,"1","PhD","armed-forces","skydiving","not-in-family",42200,-33800,"Multi-vehicle Collision","Front Collision","Total Loss","Police","WV",3,"YES",1,0,NA,41580,"Honda","CRV",0,0.0612093275596144
"664",664,172,"IL","100/300",1000,1459.96,6000000,"1","High School","adm-clerical","reading","wife",41300,-42000,"Multi-vehicle Collision","Side Collision","Total Loss","Ambulance","NY",3,"NO",0,1,"NO",26530,"Saab","95",0,-0.277587688453012
"665",665,316,"OH","100/300",500,1219.94,7000000,"1","Masters","prof-specialty","paintball","wife",0,-51000,"Single Vehicle Collision","Side Collision","Minor Damage","Ambulance","NY",1,NA,0,1,"YES",44170,"Accura","TL",0,0.973355139901301
"666",666,435,"OH","500/1000",500,1064.49,5000000,"2","Associate","priv-house-serv","chess","other-relative",73500,-43300,"Single Vehicle Collision","Front Collision","Total Loss","Ambulance","WV",1,"NO",2,1,NA,47160,"Mercedes","E400",1,2.00712039388854
"667",667,344,"IL","100/300",1000,959.83,0,"1","Masters","sales","paintball","not-in-family",0,-38700,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","NY",3,NA,2,2,"YES",46400,"BMW","X6",1,1.21659402319242
"668",668,204,"OH","250/500",2000,1767.02,0,"2","JD","machine-op-inspct","hiking","husband",0,-49300,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","SC",1,"YES",1,1,"NO",33600,"Audi","A5",0,0.000399606736835338
"669",669,278,"IN","500/1000",500,1285.01,0,"2","Masters","machine-op-inspct","sleeping","not-in-family",0,-39800,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","VA",1,"NO",2,2,"YES",46800,"Toyota","Camry",0,0.643245226863357
"670",670,434,"OH","500/1000",2000,1422.95,0,"2","JD","transport-moving","bungie-jumping","husband",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","SC",3,"NO",1,3,"NO",44160,"Nissan","Maxima",0,1.99843329091386
"671",671,209,"IN","100/300",2000,1223.39,0,"1","MD","craft-repair","camping","wife",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","PA",3,NA,1,3,NA,49080,"Jeep","Wrangler",0,0.043835121610249
"672",672,250,"IL","500/1000",2000,1539.06,0,"2","Masters","sales","exercise","other-relative",37800,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","SC",1,"NO",0,3,NA,42800,"Ford","F150",0,0.400006343572241
"673",673,61,"IN","100/300",2000,988.06,0,"1","Masters","other-service","dancing","not-in-family",0,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV",3,"YES",1,0,"NO",24240,"Dodge","RAM",0,-1.24185611864279
"674",674,80,"IL","500/1000",1000,1740.57,0,"1","College","farming-fishing","golf","wife",0,-18600,"Single Vehicle Collision","Rear Collision","Major Damage","Police","SC",1,NA,0,1,NA,26040,"Dodge","Neon",0,-1.07680116212382
"675",675,25,"OH","250/500",1000,1540.91,7000000,"2","College","adm-clerical","polo","wife",40900,0,"Vehicle Theft",NA,"Trivial Damage","None","VA",1,"NO",1,1,"YES",2880,"Toyota","Corolla",0,-1.55459182573137
"676",676,4,"IL","250/500",500,1381.88,5000000,"2","High School","tech-support","exercise","other-relative",0,-77800,"Vehicle Theft",NA,"Trivial Damage","Police","SC",1,"NO",0,2,NA,2940,"Jeep","Wrangler",0,-1.73702098819971
"677",677,32,"OH","100/300",500,1446.98,0,"2","MD","adm-clerical","sleeping","own-child",0,-45700,"Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY",3,"YES",2,0,"NO",42160,"Saab","93",0,-1.49378210490859
"678",678,125,"IN","500/1000",500,1220.86,0,"2","JD","other-service","paintball","husband",55400,-40400,"Parked Car",NA,"Trivial Damage","None","NY",1,"YES",1,2,NA,3360,"Saab","93",0,-0.6858815282631
"679",679,276,"IL","500/1000",500,948.1,0,"1","High School","machine-op-inspct","reading","wife",44500,-61400,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","SC",3,NA,0,2,NA,48510,"Ford","Escape",0,0.625871020913992
"680",680,148,"OH","100/300",500,1471.24,0,"1","Masters","farming-fishing","camping","own-child",57500,-93600,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","NC",3,"NO",2,2,"NO",24360,"Dodge","Neon",0,-0.486078159845397
"681",681,222,"IN","100/300",2000,1157.97,0,"2","MD","machine-op-inspct","hiking","not-in-family",0,-64500,"Single Vehicle Collision","Front Collision","Total Loss","Police","NY",1,NA,2,2,"YES",47040,"Accura","TL",0,0.156767460281124
"682",682,32,"IL","250/500",2000,566.11,5000000,"2","Associate","armed-forces","polo","unmarried",0,0,"Parked Car",NA,"Trivial Damage","Police","NC",1,"YES",0,0,"NO",1760,"Honda","CRV",0,-1.49378210490859
"683",683,78,"OH","500/1000",500,1060.88,0,"2","JD","other-service","skydiving","other-relative",0,-66500,"Parked Car",NA,"Trivial Damage","Police","SC",1,"NO",0,3,"NO",4400,"Volkswagen","Passat",0,-1.09417536807319
"684",684,238,"OH","250/500",1000,1524.45,4000000,"2","High School","handlers-cleaners","chess","wife",0,-44800,"Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","NC",4,"NO",0,0,"NO",34160,"Saab","92x",1,0.295761107876048
"685",685,313,"IN","250/500",1000,1556.17,0,"2","College","prof-specialty","reading","wife",63900,-53300,"Single Vehicle Collision","Front Collision","Major Damage","Ambulance","SC",1,"YES",1,3,"NO",29280,"Accura","MDX",1,0.947293830977252
"686",686,334,"OH","500/1000",500,1216.24,0,"2","Masters","priv-house-serv","polo","wife",26700,-47200,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","NY",1,"NO",2,0,NA,35000,"Chevrolet","Silverado",0,1.12972299344559
"687",687,190,"IN","250/500",500,1484.72,5000000,"1","High School","tech-support","golf","husband",0,0,"Parked Car",NA,"Trivial Damage","None","NY",1,"NO",0,1,"NO",2880,"Saab","92x",0,-0.121219834908723
"688",688,194,"IL","250/500",500,1203.81,0,"2","JD","transport-moving","video-games","not-in-family",52500,-51300,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","WV",3,NA,0,2,NA,61650,"Saab","95",0,-0.0864714230099919
"689",689,290,"IN","250/500",1000,1393.34,0,"2","High School","exec-managerial","bungie-jumping","other-relative",0,-61400,"Multi-vehicle Collision","Side Collision","Minor Damage","Ambulance","WV",3,"YES",1,3,"YES",37440,"Audi","A5",0,0.74749046255955
"690",690,26,"OH","100/300",1000,1484.48,0,"2","PhD","armed-forces","sleeping","not-in-family",50700,-36300,"Single Vehicle Collision","Side Collision","Major Damage","Police","SC",1,"NO",2,3,NA,45840,"Saab","92x",0,-1.54590472275669
"691",691,254,"IL","250/500",500,1581.27,5000000,"1","PhD","handlers-cleaners","skydiving","own-child",42200,-48000,"Single Vehicle Collision","Front Collision","Minor Damage","Police","NY",1,"YES",2,2,"NO",46160,"BMW","X6",0,0.434754755470972
"692",692,199,"IL","250/500",1000,1281.25,0,"1","High School","tech-support","movies","other-relative",0,-53100,"Single Vehicle Collision","Front Collision","Major Damage","Police","WV",1,NA,0,2,"NO",32320,"BMW","X6",1,-0.0430359081365783
"693",693,137,"IN","250/500",500,1667.83,0,"2","JD","prof-specialty","paintball","husband",48500,-67400,"Parked Car",NA,"Minor Damage","Police","WV",1,"YES",1,1,"NO",4200,"Jeep","Grand Cherokee",0,-0.581636292566907
"694",694,134,"OH","250/500",1000,1497.41,0,"2","PhD","machine-op-inspct","kayaking","husband",14100,-44500,"Multi-vehicle Collision","Side Collision","Minor Damage","Ambulance","WV",3,"NO",2,0,"YES",57900,"Ford","Escape",0,-0.607697601490955
"695",695,73,"OH","100/300",500,803.36,0,"1","High School","protective-serv","reading","husband",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","WV",3,NA,0,0,"YES",45600,"Audi","A3",0,-1.1376108829466
